"...1","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
4499248,2434810,"HH755006","11/02/2002 10:27:00 PM","054XX W IOWA ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1524,15,37,25,"02",1139894,1905468,2002,"04/15/2016 08:55:02 AM",41.896705629,-87.761643215,"(41.896705629, -87.761643215)"
4500704,2436744,"HH750550","10/30/2002 11:00:00 PM","046XX N BROADWAY","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","ALLEY",FALSE,FALSE,2311,19,46,3,"02",1167990,1930845,2002,"04/15/2016 08:55:02 AM",41.965781301,-87.657716788,"(41.965781301, -87.657716788)"
4500921,2437017,"HH759399","11/04/2002 10:02:32 PM","096XX S GREENWOOD AVE","0275","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER","RESIDENCE",FALSE,FALSE,511,5,8,50,"02",1185241,1841139,2002,"04/15/2016 08:55:02 AM",41.719232218,-87.59711658,"(41.719232218, -87.59711658)"
4500986,2437090,"HH758779","10/31/2002 08:30:00 PM","045XX N MILWAUKEE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,1623,16,45,15,"02",1140866,1930028,2002,"04/15/2016 08:55:02 AM",41.96408297,-87.757467311,"(41.96408297, -87.757467311)"
4501054,2437178,"HH759004","10/22/2002 12:00:00 PM","012XX W 63RD ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","SMALL RETAIL STORE",FALSE,FALSE,713,7,16,67,"02",1168831,1862996,2002,"04/15/2016 08:55:02 AM",41.77958018,-87.656591453,"(41.77958018, -87.656591453)"
4502237,2438674,"HH755995","11/03/2002 06:15:00 AM","084XX S STATE ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VEHICLE NON-COMMERCIAL",FALSE,TRUE,622,6,21,44,"02",1177761,1849145,2002,"04/15/2016 08:55:02 AM",41.741373962,-87.624271705,"(41.741373962, -87.624271705)"
4502637,2439169,"HH756479","11/03/2002 02:00:00 AM","107XX S INDIANA AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,513,5,9,49,"02",1179484,1833752,2002,"04/15/2016 08:55:02 AM",41.699094464,-87.618427114,"(41.699094464, -87.618427114)"
4502652,2439185,"HH758550","11/03/2002 10:00:00 PM","115XX S MAY ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ABANDONED BUILDING",FALSE,FALSE,524,5,34,53,"02",1170730,1828286,2002,"04/15/2016 08:55:02 AM",41.684289812,-87.650638815,"(41.684289812, -87.650638815)"
4502994,2439614,"HH751575","11/01/2002 01:15:00 AM","007XX N AVERS AVE","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,1112,11,27,23,"02",1150591,1904634,2002,"04/15/2016 08:55:02 AM",41.894214733,-87.722376367,"(41.894214733, -87.722376367)"
4503036,2439671,"HH761832","11/06/2002 02:28:27 AM","075XX S HALSTED ST","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","OTHER",FALSE,FALSE,621,6,17,68,"02",1172272,1854914,2002,"04/15/2016 08:55:02 AM",41.757327195,-87.644213747,"(41.757327195, -87.644213747)"
4503493,2440258,"HH763331","06/01/2002 12:00:00 AM","022XX E 67TH ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,331,3,5,43,"02",1192139,1860978,2002,"04/15/2016 08:55:02 AM",41.77350751,-87.571208191,"(41.77350751, -87.571208191)"
4503659,2440470,"HH763328","11/06/2002 07:00:00 PM","035XX W 13TH PL","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1021,10,24,29,"02",1152917,1893675,2002,"04/15/2016 08:55:02 AM",41.864096311,-87.714124026,"(41.864096311, -87.714124026)"
4503675,2440489,"HH763063","11/06/2002 05:12:12 PM","001XX N LONG AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,1523,15,28,25,"02",1140310,1900644,2002,"04/15/2016 08:55:02 AM",41.883460361,-87.760233632,"(41.883460361, -87.760233632)"
4503812,2440666,"HH760787","11/04/2002 10:00:00 PM","055XX S LOOMIS BLVD","0264","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER DANG WEAPON","RESIDENCE-GARAGE",FALSE,FALSE,713,7,16,67,"02",1167941,1868014,2002,"04/15/2016 08:55:02 AM",41.793369352,-87.659710171,"(41.793369352, -87.659710171)"
4503839,2440701,"HH764026","11/01/2002 02:30:00 PM","004XX N ARTESIAN AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,1313,12,26,24,"02",1159988,1903192,2002,"04/15/2016 08:55:02 AM",41.890068958,-87.687903845,"(41.890068958, -87.687903845)"
4503854,2440720,"HH761002","03/21/2002 10:00:00 PM","055XX S GREEN ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,712,7,20,68,"02",1171583,1868057,2002,"04/15/2016 08:55:02 AM",41.793408262,-87.646354054,"(41.793408262, -87.646354054)"
4503933,2440813,"HH761444","10/29/2002 08:00:00 PM","018XX N FAIRFIELD AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,1421,14,1,22,"02",1157746,1912146,2002,"04/15/2016 08:55:02 AM",41.914685477,-87.695893158,"(41.914685477, -87.695893158)"
4503950,2440834,"HH761997","11/06/2002 07:44:31 AM","088XX S KENWOOD AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","OTHER",TRUE,FALSE,412,4,8,48,"02",1186660,1846782,2002,"04/15/2016 08:55:02 AM",41.734683808,-87.591741232,"(41.734683808, -87.591741232)"
4504470,2441448,"HH758256","11/03/2002 10:00:00 PM","067XX S PRAIRIE AVE","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","STREET",FALSE,FALSE,322,3,20,69,"02",1179200,1860437,2002,"04/15/2016 08:55:02 AM",41.772327807,-87.618655624,"(41.772327807, -87.618655624)"
4504575,2441584,"HH758754","11/04/2002 04:41:49 PM","0000X W 24TH ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CHA APARTMENT",FALSE,FALSE,134,1,3,33,"02",1176265,1888434,2002,"04/15/2016 08:55:02 AM",41.849220554,-87.62857278,"(41.849220554, -87.62857278)"
4505046,2442241,"HH765532","11/03/2002 03:00:00 PM","071XX S MAPLEWOOD AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,832,8,18,66,"02",1160611,1857159,2002,"04/15/2016 08:55:02 AM",41.763736186,-87.686887951,"(41.763736186, -87.686887951)"
4505371,2442687,"HH763203","11/05/2002 09:30:00 AM","029XX N MARMORA AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","OTHER",TRUE,FALSE,2514,25,30,19,"02",1136545,1918921,2002,"04/15/2016 08:55:02 AM",41.933682824,-87.773621266,"(41.933682824, -87.773621266)"
4505677,2443055,"HH762829","11/06/2002 12:30:00 PM","062XX S KENWOOD AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,314,3,20,42,"02",1186146,1863930,2002,"04/15/2016 08:55:02 AM",41.781751686,-87.593083702,"(41.781751686, -87.593083702)"
4506524,2444158,"HH767004","11/08/2002 02:00:00 PM","051XX S WOLCOTT AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE-GARAGE",TRUE,FALSE,932,9,16,61,"02",1164555,1870554,2002,"04/15/2016 08:55:02 AM",41.800411559,-87.6720547,"(41.800411559, -87.6720547)"
4506810,2444496,"HH767583","11/08/2002 10:38:22 PM","047XX S PRAIRIE AVE","0262","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER FIREARM","OTHER",FALSE,FALSE,224,2,3,38,"02",1178842,1873592,2002,"04/15/2016 08:55:02 AM",41.80843454,-87.619567586,"(41.80843454, -87.619567586)"
4506872,2444569,"HH765426","11/07/2002 12:45:00 AM","0000X E SCOTT ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1824,18,43,8,"02",1176713,1908727,2002,"04/15/2016 08:55:02 AM",41.904895625,-87.626315073,"(41.904895625, -87.626315073)"
4506941,2444660,"HH764573","11/06/2002 03:00:00 PM","055XX S NEWLAND AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,TRUE,811,8,23,56,"02",1130994,1867076,2002,"04/15/2016 08:55:02 AM",41.791509862,-87.795215548,"(41.791509862, -87.795215548)"
4506966,2444693,"HH768047","11/09/2002 04:48:35 AM","102XX S RACINE AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,2232,22,34,73,"02",1170130,1836849,2002,"04/15/2016 08:55:02 AM",41.70780108,-87.652587488,"(41.70780108, -87.652587488)"
4507379,2445222,"HH768586","11/06/2002 05:30:00 PM","010XX W ROOSEVELT RD","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","DAY CARE CENTER",TRUE,FALSE,1232,12,25,28,"02",1169936,1894891,2002,"04/15/2016 08:55:02 AM",41.867079272,-87.651612596,"(41.867079272, -87.651612596)"
4508113,2446120,"HH770164","11/10/2002 03:14:44 AM","121XX S FRONT AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)",TRUE,FALSE,532,5,9,53,"02",1180492,1824702,2002,"04/15/2016 08:55:02 AM",41.674236956,-87.61501261,"(41.674236956, -87.61501261)"
4508274,2446343,"HH765846","11/08/2002 02:35:49 AM","015XX N LOREL AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,2532,25,37,25,"02",1140408,1909722,2002,"04/15/2016 08:55:02 AM",41.90836969,-87.759650867,"(41.90836969, -87.759650867)"
4508611,2446767,"HH762972","10/24/2002 10:00:00 AM","042XX N WHIPPLE ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,1724,17,33,16,"02",1155292,1927951,2002,"04/15/2016 08:55:02 AM",41.958105251,-87.704482922,"(41.958105251, -87.704482922)"
